Субъект Российской Федерации;Год;Период;Код медициской организации, подразделения медицинской организации;Медицинская организация, подразделение медицинской организации;Обслуживаемое население;Количество прикрепленного населения, всего;Количество прикрепленного населения, дети;Количество пересечений потоков пациентов при проведении профилактического медицинского осмотра, первого этапа диспансеризации с иными потоками пациентов в поликлинике, единица (целевое значение - не более 3), критерий достигнут;Количество пересечений потоков пациентов при проведении профилактического медицинского осмотра, первого этапа диспансеризации с иными потоками пациентов в поликлинике, единица (целевое значение - не более 3), текущий показатель;Количество пересечений потоков пациентов при предоставлении платных медицинских услуг и медицинской помощи в рамках программы государственных гарантий бесплатного оказания гражданам медицинской помощи, единица (целевое значение - не более 1), критерий достигнут;Количество пересечений потоков пациентов при предоставлении платных медицинских услуг и медицинской помощи в рамках программы государственных гарантий бесплатного оказания гражданам медицинской помощи, единица (целевое значение - не более 1), текущий показатель;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), критерий достигнут;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), плановая мощность;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), текущий показатель;Время поиска в системе навигации поликлиники информации для принятия решения о дальнейшем направлении движения к пункту назначения в каждой точке ветвления маршрутов, критерий достигнут;Время поиска в системе навигации поликлиники информации для принятия решения о дальнейшем направлении движения к пункту назначения в каждой точке ветвления маршрутов, текуший показатель;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), критерий достигнут;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), текущий показатель;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), критерий достигнут;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), текущий показатель;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение -не менее 80), критерий достигнут;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение - не менее 80), текущий показатель;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), критерий достигнут;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), текущий показатель;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), критерий достигнут;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), текущий показатель;Плановая дата достижения первого уровня новой модели организации оказания медицинской помощи
Краснодарский край;2023;Март;23-138/2;"ГБУЗ ""ГП № 5 г. Новороссийска"" МЗКК";Взрослое;89942;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;1600;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-139/2;"ГБУЗ ""ГП №7 г. Новороссийска"" МЗКК";Взрослое;6341;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-140/2;"ГБУЗ Сочи ""ГП № 4 г. Сочи"" МЗ КК";Взрослое;25573;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-141/2;"ГБУЗ ""ГП №3 г. Сочи"" МЗ КК";Взрослое;13580;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-142/2;"ГБУЗ ""ГП №6 г.Новороссийска"" МЗ КК";Взрослое;10772;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-143/2;"ГБУЗ ""ГП № 23 г. Краснодара"" МЗ КК";Взрослое;28914;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;240;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-144/2;"ГБУЗ ""ГП №27 г.Краснодара"" МЗ КК";Взрослое;72066;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;680;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-145/3;"ГБУЗ ""ДГП №1 г.Краснодара"" МЗ КК";Детское;24685;24685;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-146/3;ГБУЗ ДГП г.Новороссийска МЗ КК;Детское;21112;21112;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-147/3;"ГБУЗ ""ДП №2 г.Краснодара"" МЗ КК";Детское;22786;22786;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-148/3;"ГБУЗ ""ДГП № 4 г. Краснодара"" МЗ КК";Детское;15687;15687;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-149/3;"ГБУЗ ""ДГП г.Краснодара №5"" МЗ КК";Детское;21600;21600;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-150/3;"ГБУЗ ""ДГП № 6 г. Краснодара"" МЗ КК";Детское;18166;18166;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;120;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-151/3;"ГБУЗ ""ДГП ""7 г.Краснодара"" МЗ КК";Детское;22877;22877;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-152/3;"ГБУЗ ""ДГП №8 г.Краснодара"" МЗ КК";Детское;14042;14042;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-153/3;"ГБУЗ ""ДГП №9 г. Краснодара"" МЗ КК";Детское;17756;17756;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-154/3;"ГБУЗ ""ДГП №3 г.Краснодара"" МЗ КК";Детское;23207;23207;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Краснодарский край;2023;Март;23-155/86;ГБУЗ ГБ Хадыженск Апшеронский, врослая поликлиника;Взрослое;13680;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;170;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-156/86;"ГБУЗ ""ГБ № 1 г.Сочи"" МЗ КК, взрослая поликлиника";Взрослое;37115;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;400;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;12.12.2022
Краснодарский край;2023;Март;23-157/86;"ГБУЗ ""ГБ № 3 г.Сочи"" МЗ КК, взрослая поликлиника";Взрослое;20638;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;26.12.2022
Краснодарский край;2023;Март;23-158/86;"ГБУЗ ""Ейская ЦРБ"" МЗ КК, поликлиническое отделение № 3";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Краснодарский край;2023;Март;23-159/86;"ГБУЗ ""Ейская ЦРБ"" МЗ КК, поликлиническое отделение № 2";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
решения о дальнейшем направлении движения к пункту назначения в каждой точке ветвления маршрутов, текуший показатель;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), критерий достигнут;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), текущий показатель;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), критерий достигнут;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), текущий показатель;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение -не менее 80), критерий достигнут;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение - не менее 80), текущий показатель;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), критерий достигнут;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), текущий показатель;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), критерий достигнут;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), текущий показатель;Плановая дата достижения первого уровня новой модели организации оказания медицинской помощи
Красноярский край;2023;Март;24-001/13;"Детская поликлиника №1 КГБУЗ ""Красноярская межрайонная детская клиническая больница №1""";Детское;4969;4969;Оценка не проведена;0;Не требуется;0;Оценка не проведена;450;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-002/13;"Детская поликлиника №2 КГБУЗ ""Красноярская межрайонная детская клиническая больница №1""";Детское;7511;7511;Оценка не проведена;0;Не требуется;0;Оценка не проведена;90;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-003/13;"Детская поликлиника №3 КГБУЗ ""Красноярская межрайонная детская клиническая больница №1""";Детское;4191;4191;Оценка не проведена;0;Не требуется;0;Оценка не проведена;50;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-004/13;"Детская поликлиника №4 КГБУЗ ""Красноярская межрайонная детская клиническая больница №1""";Детское;4897;4897;Оценка не проведена;0;Не требуется;0;Оценка не проведена;480;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;30.12.2022
Красноярский край;2023;Март;24-005/13;"Поликлиника №1 КГБУЗ ""Красноярская межрайонная детская больница №4""";Детское;13517;13517;Оценка не проведена;0;Не требуется;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;26.12.2022
Красноярский край;2023;Март;24-006/13;"Поликлиника №2 КГБУЗ ""Красноярская межрайонная детская больница №4""";Детское;11805;11805;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-007/13;"Поликлиника №3 КГБУЗ ""Красноярская межрайонная детская больница №4""";Детское;11364;11364;Оценка не проведена;0;Не требуется;0;Оценка не проведена;111;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-008/13;"Детская поликлиника №1 КГБУЗ ""Красноярская межрайонная детская клиническая больница №5""";Детское;7363;7363;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-009/13;"Детская поликлиника №2 КГБУЗ ""Красноярская межрайонная детская клиническая больница №5""";Детское;8738;8738;Оценка не проведена;0;Не требуется;0;Оценка не проведена;170;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-010/13;"Детская поликлиника №3 КГБУЗ ""Красноярская межрайонная детская клиническая больница №5""";Детское;8714;8714;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-011/13;"Поликлиника №1 КГБУЗ ""Красноярская городская детская больница №8""";Детское;7869;7869;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-012/13;"Поликлиника №2 КГБУЗ ""Красноярская городская детская больница №8""";Детское;8931;8931;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-013/13;"Поликлиника №3 КГБУЗ ""Красноярская городская детская больница №8""";Детское;28662;28662;Оценка не проведена;0;Не требуется;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-014/13;"Поликлиника №4 КГБУЗ ""Красноярская городская детская больница №8""";Детское;11289;11289;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-015/13;"Поликлиника №5 КГБУЗ ""Красноярская городская детская больница №8""";Детское;7690;7690;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-016/13;"Поликлиника №6 КГБУЗ ""Красноярская городская детская больница №8""";Детское;8236;8236;Оценка не проведена;0;Не требуется;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-017/13;"Поликлиника №7 КГБУЗ ""Красноярская городская детская больница №8""";Детское;8411;8411;Оценка не проведена;0;Не требуется;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-018/13;"Детское поликлиническое отделение КГБУЗ ""Абанская районная больница""";Детское;4241;4241;Оценка не проведена;0;Не требуется;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-019/13;"Детское поликлиническое отделение КГБУЗ ""Балахтинская районная больница""";Детское;3604;3604;Оценка не проведена;0;Не требуется;0;Оценка не проведена;75;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-020/13;"Детское поликлиническое отделение КГБУЗ ""Березовская районная больница""";Детское;8900;8900;Оценка не проведена;0;Не требуется;0;Оценка не проведена;192;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-021/13;"Детское поликлиническое отделение КГБУЗ ""Боготольская районная больница""";Детское;6062;6062;Оценка не проведена;0;Не требуется;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-022/13;"Детское поликлиническое отделение КГБУЗ ""Богучанская районная больница""";Детское;8946;8946;Оценка не проведена;0;Не требуется;0;Оценка не проведена;118;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-023/13;"Детское поликлиническое отделение КГБУЗ ""Большемуртинская районная больница""";Детское;3292;3292;Оценка не проведена;0;Не требуется;0;Оценка не проведена;60;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;30.12.2022
Красноярский край;2023;Март;24-024/13;"Детское поликлиническое отделение КГБУЗ ""Бородинская городская больница""";Детское;3617;3617;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-025/13;"Детское поликлиническое отделение КГБУЗ ""Дивногорская межрайонная больница""";Детское;6356;6356;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-026/13;"Детское поликлиническое отделение КГБУЗ ""Дзержинская районная больница""";Детское;2781;2781;Оценка не проведена;0;Не требуется;0;Оценка не проведена;87;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-027/13;"Детское поликлиническое отделение КГБУЗ ""Емельяновская районнаябольница""";Детское;10400;10400;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-028/13;"Детское поликлиническое отделение КГБУЗ ""Енисейская районная больница""";Детское;8808;8808;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-029/13;"Детское поликлиническое отделение КГБУЗ ""Иланская районная больница""";Детское;4898;4898;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-030/13;"Детское поликлиническое отделение КГБУЗ ""Идринская районная больница""";Детское;2535;2535;Оценка не проведена;0;Не требуется;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;30.12.2022
Красноярский край;2023;Март;24-031/13;"Детское поликлиническое отделение КГБУЗ ""Ирбейская районная больница""";Детское;3369;3369;Оценка не проведена;0;Не требуется;0;Оценка не проведена;75;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-032/13;"Детское поликлиническое отделение КГБУЗ ""Канская межрайонная детская больница""";Детское;17057;17057;Оценка не проведена;0;Не требуется;0;Оценка не проведена;700;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-033/13;"Детское поликлиническое отделение КГБУЗ ""Каратузская районная больница""";Детское;3280;3280;Оценка не проведена;0;Не требуется;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-034/13;"Детское поликлиническое отделение КГБУЗ ""Кежемская районная больница""";Детское;4001;4001;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;26.12.2022
Красноярский край;2023;Март;24-035/13;"Детское поликлиническое отделение КГБУЗ ""Краснотуранская районная больница""";Детское;2918;2918;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-036/13;"Детское поликлиническое отделение КГБУЗ ""Курагинская районная больница""";Детское;9599;9599;Оценка не проведена;0;Не требуется;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-037/13;"Детская поликлиника №1 КГБУЗ ""Лесосибирская районная больница""";Детское;5426;5426;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-038/13;"Детская поликлиника №2 КГБУЗ ""Лесосибирская районная больница""";Детское;4608;4608;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.12.2022
Красноярский край;2023;Март;24-039/13;"Детская поликлиника №3 КГБУЗ ""Лесосибирская районная больница""";Детское;3406;3406;Оценка не проведена;0;Не требуется;0;Оценка не проведена;140;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-040/13;"Детское поликлиническое отделение КГБУЗ ""Манская районная больница""";Детское;2889;2889;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-041/13;"Детская поликлиника №1 КГБУЗ Минусинская межрайонная больница""";Детское;9022;9022;Оценка не проведена;0;Не требуется;0;Оценка не проведена;321;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-042/13;"Детская поликлиника №2 КГБУЗ Минусинская межрайонная больница""";Детское;7429;7429;Оценка не проведена;0;Не требуется;0;Оценка не проведена;321;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-043/13;"Детское поликлиническое отделение КГБУЗ ""Назароская районная больница""";Детское;9540;9540;Оценка не проведена;0;Не требуется;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;19.12.2022
Красноярский край;2023;Март;24-044/13;"Детское поликлиническое отделение КГБУЗ ""Нижнеингашская районная больница""";Детское;6061;6061;Оценка не проведена;0;Не требуется;0;Оценка не проведена;50;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-045/13;"Детская поликлиника КГБУЗ ""Норильская межрайонная детская больница""";Детское;27305;27305;Оценка не проведена;0;Не требуется;0;Оценка не проведена;345;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-046/13;"Детское поликлиническое отделение КГБУЗ ""Рыбинская районная больница""";Детское;5742;5742;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-047/13;"Детское поликлиническое отделение КГБУЗ ""Саянская районная больница""";Детское;2164;2164;Оценка не проведена;0;Не требуется;0;Оценка не проведена;180;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-048/13;"Детское поликлиническое отделение КГБУЗ ""Сосновоборская городская больница""";Детское;10601;10601;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Красноярский край;2023;Март;24-049/13;"Детское поликлиническое отделение КГБУЗ ""Таймырская межрайонная больница""";Детское;7305;7305;Оценка не проведена;0;Не требуется;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
